sofifa_id,short_name,nationality,overall,player_positions,work_rate,team_position
170084,W. Hennessey,Wales,75,GK,Medium/Medium,SUB
170320,L. De Silvestri,Italy,75,"RM, RB",Medium/High,RM
170719,D. Buonanotte,Argentina,75,CAM,Medium/Low,SUB
171018,Mario Suárez,Spain,75,"CM, CDM, CB",Medium/High,CDM
171875,C. Erkin,Turkey,75,"LB, LM",High/Medium,LB
171896,H. Ayala,Mexico,75,CB,Low/High,RCB
172113,M. Fritzler,Argentina,75,"CDM, CM",Medium/High,CDM
172723,A. Begović,Bosnia Herzegovina,75,GK,Medium/Medium,SUB
172768,A. Surman,England,75,CM,Low/Medium,SUB
172953,A. Mariappa,Jamaica,75,CB,Medium/Medium,RES
174549,M. Fernández,Chile,75,"CM, CAM",Medium/Medium,RES
176009,S. Kums,Belgium,75,"CM, CDM",Medium/High,SUB
177525,N. Dirar,Morocco,75,"RM, RB",High/High,SUB
177533,Manuel da Costa,Morocco,75,CB,Medium/High,RCB
177644,Kiko Casilla,Spain,75,GK,Medium/Medium,GK
177666,M. Harnik,Austria,75,"ST, RM",High/Medium,SUB
177765,P. Cissé,Senegal,75,ST,Medium/Low,ST
178091,S. Okaka,Italy,75,ST,High/High,RES
179551,O. Kamara,Norway,75,"ST, LW",Medium/Medium,RES
179605,A. Taarabt,Morocco,75,"CAM, CM, LM",Medium/Low,SUB
179752,O. Cardozo,Paraguay,75,ST,Medium/Low,
179875,D. N'Doye,Senegal,75,ST,High/Medium,RES
179954,T. Kraft,Germany,75,GK,Medium/Medium,SUB
181402,W. Vainqueur,France,75,CDM,Medium/Medium,CDM
181481,D. Vukovic,Australia,75,GK,Medium/Medium,SUB
181573,O. Akhmedov,Uzbekistan,75,"CM, CDM",Medium/Medium,SUB
182133,A. Epureanu,Moldova,75,CB,Low/Medium,RES
182168,A. Ranocchia,Italy,75,CB,Low/Medium,SUB
182670,M. Tekdemir,Turkey,75,"CB, CDM",Medium/Medium,SUB
182836,A. Carroll,England,75,ST,Medium/High,RES
182882,C. Sánchez,Colombia,75,"CDM, CB",Medium/Medium,SUB
182888,H. Nordtveit,Norway,75,"CB, CDM, RB",Medium/Medium,SUB
183332,F. Bartels,Germany,75,"RM, CF, LM",High/Medium,SUB
183475,S. Grytebust,Norway,75,GK,Medium/Medium,GK
183483,K. Mitroglou,Greece,75,ST,Medium/Medium,RES
183546,J. Hogg,England,75,"CDM, CM",Low/High,CDM
183568,S. Langkamp,Germany,75,CB,Medium/Medium,SUB
184082,L. Koné,Cote d'Ivoire,75,CB,Low/High,RCB
184111,C. Benteke,Belgium,75,ST,Medium/Low,RS
184190,R. Thomas,France,75,CB,Medium/High,LCB
184271,Y. Sankharé,Senegal,75,CM,Medium/Medium,RES
184392,M. Darmian,Italy,75,"LB, RB",Low/High,RES
184457,R. van Wolfswinkel,Netherlands,75,"ST, RM",Medium/Low,SUB
184703,L. Montes,Mexico,75,"CM, CDM, CAM",High/High,LCM
184716,J. Allen,Wales,75,"CM, CDM",High/High,RCM
184749,D. Gosling,England,75,CM,Medium/High,SUB
184873,I. Traoré,Cote d'Ivoire,75,CB,Medium/Medium,RCB
186098,R. Cota,Mexico,75,GK,Medium/Medium,GK
186115,K. Gibbs,England,75,"LB, LWB",High/Medium,LB
186143,O. Norwood,Northern Ireland,75,CM,Medium/Medium,CM
186307,M. Fabián,Mexico,75,"CAM, RM, CF",High/Medium,CAM
186395,M. Ritchie,Scotland,75,"LWB, RM",High/Medium,LWB
186521,B. Espinosa,Colombia,75,CB,Medium/High,SUB
186961,A. Paloschi,Italy,75,ST,High/Low,RS
187421,J. Hernández,Mexico,75,"CDM, CM",Medium/High,RDM
187517,V. Vasin,Russia,75,CB,Medium/Medium,LCB
187800,M. Isla,Chile,75,"RB, CM",High/High,RB
188166,M. Phillips,Scotland,75,"RM, CAM",Medium/Medium,RM
188253,J. McCarthy,Republic of Ireland,75,"CDM, CM",Medium/High,SUB
188337,M. Wakaso,Ghana,75,"CM, LM",High/High,SUB
188524,V. Babacan,Turkey,75,GK,Medium/Medium,SUB
188938,C. Álvarez,Argentina,75,GK,Medium/Medium,GK
189043,D. Brosinski,Germany,75,RB,High/Medium,RB
189053,F. Caputo,Italy,75,ST,High/Low,ST
189157,Y. Bolasie,DR Congo,75,"LM, RM, ST",Medium/Low,RES
189169,Jonathas,Brazil,75,ST,Medium/Medium,SUB
189207,J. Durmaz,Sweden,75,"CAM, LM, RM",Medium/Low,RCM
189221,João Aurélio,Portugal,75,RB,High/Medium,RB
189390,B. Oczipka,Germany,75,"LWB, LB, LM",High/Medium,LB
189446,J. Stanislas,England,75,"LM, RM",High/Medium,SUB
189484,D. Santon,Italy,75,"RB, LB",Medium/Medium,SUB
189757,A. Prijović,Serbia,75,ST,High/Low,ST
189795,Éder,Portugal,75,ST,Medium/Low,SUB
189857,Quique,Spain,75,"ST, RM, LM",High/Medium,SUB
189963,W. Bony,Cote d'Ivoire,75,ST,Medium/Low,
190014,Y. Salibur,France,75,"RM, RW",High/Medium,RES
190416,D. Le Tallec,France,75,"CDM, CM",Medium/High,LCM
190666,M. Gulde,Germany,75,CB,Medium/Medium,RCB
190761,T. Arslan,Germany,75,"CDM, CM",Medium/Medium,RES
190971,O. Alonso,Cuba,75,"CDM, CM",Medium/High,LDM
191011,L. Sepe,Italy,75,GK,Medium/Medium,GK
191055,Dídac Vilà,Spain,75,"LB, LWB",High/Medium,LB
191135,L. Júnior,Cote d'Ivoire,75,"LM, RM, ST",Medium/Low,LM
191648,M. Yoshida,Japan,75,CB,Medium/High,SUB
192045,L. Rodríguez,Mexico,75,"RB, RWB",Medium/Medium,RB
192242,P. Lasne,France,75,"CM, CDM",High/Medium,SUB
192350,J. Aquino,Mexico,75,LM,High/Medium,SUB
192575,E. Badu,Ghana,75,"CDM, CM",High/High,RCM
192587,A. Ioniță,Moldova,75,"CM, CAM, CDM",Medium/High,SUB
192620,H. Badstuber,Germany,75,"CB, CDM",Medium/Medium,LCB
192647,G. Charbonnier,France,75,ST,High/Medium,LS
192841,E. Giaccherini,Italy,75,"CAM, LW, CM",High/Medium,CAM
193116,M. Gonalons,France,75,"CDM, CM",Low/Medium,RES
193290,M. Braithwaite,Denmark,75,ST,Medium/High,RS
193311,P. Bargfrede,Germany,75,CDM,Medium/Medium,SUB
193338,M. Destro,Italy,75,ST,Medium/Low,SUB
193425,H. Behrens,Germany,75,"CM, CDM",High/High,RCM
193683,X. Chavalerin,France,75,"CDM, CM",Medium/Medium,LDM
193692,Fábio Espinho,Portugal,75,"CAM, CM",High/Medium,CAM
194079,A. Potuk,Turkey,75,"CAM, LM, RM",High/Medium,SUB
194135,Leonardo,Brazil,75,"LM, RM",High/Medium,LW
194333,R. Gikiewicz,Poland,75,GK,Medium/Medium,GK
194359,Y. Nagatomo,Japan,75,"LB, RB",High/High,LB
194761,Borja García,Spain,75,"LM, CF, CM",High/Medium,LM
194806,C. Dawson,England,75,CB,Medium/Medium,RCB
194979,Tiago Pinto,Portugal,75,LB,High/High,LB
195088,M. Ninković,Serbia,75,"CAM, LM",Medium/Low,LAM
195361,Javi López,Spain,75,"RB, RWB",Medium/Medium,RB
195671,C. Austin,England,75,ST,Medium/Low,SUB
196069,J. Fuenzalida,Chile,75,"RW, RM, RB",High/High,RW
197756,J. Ayew,Ghana,75,ST,Medium/Medium,SUB
198023,Ximo Navarro,Spain,75,"CB, RB",Medium/Medium,SUB
198128,Caio,Brazil,75,"ST, RW, RM",High/Medium,RS
198347,F. Jara,Argentina,75,ST,Medium/Medium,ST
198420,M. Waris,Ghana,75,"RM, ST",Medium/Medium,RES
198581,O. Murillo,Colombia,75,CB,Medium/High,LCB
198617,D. Drexler,Germany,75,"CAM, CM, LM",High/High,SUB
198861,N. Mendy,France,75,"CDM, CM",Low/High,RES
198946,D. D'Ambrosio,Italy,75,"RB, LB",Medium/Medium,SUB
199633,M. Lowton,England,75,RB,High/High,RB
199729,D. Royer,Austria,75,"LM, LW, RM",High/High,LM
199952,E. Çolak,Turkey,75,"CAM, RM",Medium/Medium,CAM
200197,N. Blandi,Argentina,75,ST,High/Medium,SUB
200438,Guilherme,Brazil,75,"RM, CAM",High/Low,CAM
200469,L. Rupp,Germany,75,"CM, RM",Medium/Medium,RES
200478,J. Hendrick,Republic of Ireland,75,"RM, CAM, CM",Medium/High,SUB
200529,N. Chadli,Belgium,75,"LW, RW, CAM",Medium/Medium,LW
200641,Y. Konoplyanka,Ukraine,75,"LM, LW, ST",Medium/Medium,SUB
201013,L. Teodorczyk,Poland,75,ST,High/Medium,SUB
201335,F. Santander,Paraguay,75,ST,High/Medium,SUB
201878,V. Eysseric,France,75,"LW, RW",Medium/Medium,SUB
201893,Recio,Spain,75,CM,Medium/Medium,SUB
201982,J. Schmid,France,75,"RB, RM, RWB",High/Low,RB
202061,J. Kurtić,Slovenia,75,"CM, CAM",High/Medium,LCM
202078,D. Nagbe,USA,75,"CM, CDM",Medium/Medium,RDM
202316,T. Chandler,USA,75,"RB, RWB, RM",High/High,SUB
202330,A. Diaby,Mali,75,"RW, LW",High/Medium,SUB
202350,Fabrício,Brazil,75,"ST, CF",High/Medium,SUB
202858,F. Castillo,Colombia,75,"LM, RM",Medium/Low,LM
203067,D. Chará,Colombia,75,"CDM, CM",High/High,LDM
203280,V. Germain,France,75,ST,Medium/High,SUB
203668,A. Donnarumma,Italy,75,ST,High/Low,LS
203796,F. Gutiérrez,Chile,75,CM,Medium/Medium,LCM
203888,Eric Botteghin,Brazil,75,CB,Low/High,RCB
204874,A. Katai,Serbia,75,"LM, RM",Medium/Low,SUB
205295,H. Soudani,Algeria,75,"ST, LM, CAM",High/Medium,SUB
205364,F. Novák,Czech Republic,75,"LB, CB",High/Medium,LB
205590,Luís Hernández,Spain,75,CB,Medium/High,RCB
206152,L. Aued,Argentina,75,"CM, CDM",Medium/Medium,RCM
207924,Lucas Lima,Brazil,75,"LB, LM",High/Medium,SUB
208054,L. Fernández,Argentina,75,"ST, RM, LM",High/Medium,SUB
208621,Óscar Plano,Spain,75,"RM, LM, CF",High/High,RM
209610,J. Vázquez,Mexico,75,"CDM, CM",Medium/High,SUB
209827,J. Fernandes,Chile,75,"LM, RM, ST",High/Low,LM
210463,D. Machís,Venezuela,75,"LM, ST, CAM",High/Medium,LM
210538,L. Zuffi,Switzerland,75,"CAM, CDM, CM",Medium/High,CAM
211703,M. Schnatterer,Germany,75,"RM, LM, CAM",High/Medium,RM
212023,R. Berić,Slovenia,75,ST,Medium/Medium,SUB
212214,A. Solari,Argentina,75,"RM, LM",Medium/High,RM
212456,A. Hurtado,Colombia,75,"ST, LW, RW",High/Medium,SUB
212541,L. Vangioni,Argentina,75,LB,High/High,SUB
212715,S. Palacios,Argentina,75,"RM, ST, LM",High/Low,SUB
212911,Hernâni,Portugal,75,"RM, RW",Medium/Low,RW
214332,D. Torres,Colombia,75,"CDM, CM",Medium/High,SUB
214491,L. Quiñones,Colombia,75,"LM, RM",High/Medium,LM
214639,Postigo,Spain,75,CB,Low/Medium,SUB
214955,E. Mas,Argentina,75,LB,High/Medium,SUB
215015,B. Bianchi,Argentina,75,CB,Low/Medium,RCB
215064,J. Furch,Argentina,75,ST,Medium/Low,LS
215108,J. Buffarini,Argentina,75,RB,High/High,RB
215334,G. Carrillo,Argentina,75,ST,Medium/Medium,RES
216335,Y. Gazinskiy,Russia,75,"CDM, CM",Medium/Medium,
216336,Y. Lodygin,Russia,75,GK,Medium/Medium,SUB
216350,A. Ademi,FYR Macedonia,75,"CDM, CM",High/High,RCM
217235,Zainadine,Mozambique,75,CB,Medium/High,RCB
218154,K. Billiat,Zimbabwe,75,"RW, ST",High/Medium,SUB
223017,O. Şahiner,Turkey,75,"RM, LM, LB",High/Medium,RM
223682,Granell,Spain,75,"CM, LWB",Medium/Medium,LCM
224075,André Simões,Portugal,75,"CDM, CM",Medium/High,LDM
227772,G. Giménez,Argentina,75,"CM, CDM, CB",Medium/Medium,RCM
230165,Simão Donatinho,Brazil,75,GK,Medium/Medium,GK
230189,Silas Almeim,Brazil,75,"LB, LM",Medium/Medium,LB
230227,Caio Nunson,Brazil,75,"CB, LB",Medium/Medium,RCB
230229,Otávio Cairinho,Brazil,75,"CB, RB",Medium/Medium,LCB
230252,Jorginhson,Brazil,75,"CDM, CM, CAM",Medium/Medium,RDM
230274,Dani Rochelinhas,Brazil,75,"CAM, CM",High/Low,CAM
230323,Kaíquão Castro,Brazil,75,GK,Medium/Medium,GK
230348,Lafortiscinho,Brazil,75,LB,High/Medium,LB
230381,Kaimo Lima,Brazil,75,"CB, CDM, LB",Medium/Medium,RCB
230408,Fabrio Farinha,Brazil,75,"CAM, LM",High/Medium,LAM
230457,Gabrisco Aníbal,Brazil,75,"CDM, CM",Medium/High,RDM
230465,Allan Bardinho,Brazil,75,"CAM, CM",Medium/Medium,CAM
230468,José Mirazar,Brazil,75,"LW, CAM",Medium/Medium,LM
230469,Ailton Guevara,Brazil,75,"CAM, CF, ST",High/Medium,CAM
230475,Adilson Edrada,Brazil,75,CAM,Medium/Low,CAM
230507,Nicholas Aldair,Brazil,75,ST,Medium/Medium,RS
238033,F. Niță,Romania,75,GK,Medium/Medium,GK
244727,L. Tawamba,Cameroon,75,ST,Medium/Low,ST
245307,P. Dárenas,Uruguay,75,GK,Medium/Medium,
251702,P. Vaquizo,Ecuador,75,"RW, RM",High/Low,
236772,D. Szoboszlai,Hungary,74,"CAM, RM, CM",Medium/Low,LM
238067,N. Zaniolo,Italy,74,"CAM, CM, RW",Medium/Medium,CAM
240740,C. Hudson-Odoi,England,74,"RW, LW",High/Medium,SUB
243630,J. David,Canada,74,"CF, ST, CAM",Medium/Medium,CAM
241168,G. Chakvetadze,Georgia,74,"LM, CAM",Medium/Medium,SUB
226568,I. Hagi,Romania,74,"CAM, LW, RW",High/Medium,CAM
228813,Aleix García,Spain,74,CM,Medium/Medium,SUB
229699,N. Benedetti,Colombia,74,"CAM, RM",Medium/Medium,SUB
229752,D. Sow,Switzerland,74,CM,Medium/High,SUB
232293,V. Osimhen,Nigeria,74,ST,High/High,ST
236935,H. Wolf,Austria,74,CAM,Medium/Medium,SUB
237221,J. Foyth,Argentina,74,"CB, RB",Medium/High,SUB
238160,M. Demiral,Turkey,74,CB,Medium/High,SUB
239890,O. Kabak,Turkey,74,CB,Medium/Medium,SUB
240243,Matheus Cunha,Brazil,74,"ST, CAM",Medium/Medium,SUB
241103,Z. Vanheusden,Belgium,74,CB,Medium/Medium,SUB
241852,M. Diaby,France,74,LM,High/Medium,SUB
243282,D. McNeil,England,74,LM,High/High,LM
226754,I. Bennacer,Algeria,74,"CM, CDM",Medium/Medium,LCM
228509,J. Reine-Adélaïde,France,74,"CAM, RM",High/Medium,SUB
232639,R. Doan,Japan,74,"CAM, RM",Medium/Medium,CAM
233866,O. Edouard,France,74,ST,High/Medium,SUB
235008,L. Robertone,Argentina,74,"CAM, CM",High/Medium,CAM
236007,E. Barco,Argentina,74,"LM, CAM, ST",High/Low,SUB
236499,Douglas Luiz,Brazil,74,"CM, CDM",Medium/Medium,SUB
238621,Rodrigo Becão,Brazil,74,CB,Low/Medium,RCB
246113,Adrià Pedrosa,Spain,74,LB,Medium/Medium,SUB
247028,A. Král,Czech Republic,74,"CDM, CB, CM",Medium/Medium,RDM
223498,E. Cecchini,Argentina,74,"CDM, CM",High/Medium,RES
225182,J. Barrera,Colombia,74,"CAM, RM",High/Low,RAM
226773,P. Diop,Spain,74,"CM, CDM",Medium/Medium,SUB
228332,H. Choudhury,England,74,"CDM, CM",Medium/High,LCM
231391,João Carvalho,Portugal,74,"CAM, LM",Medium/Medium,SUB
231777,A. Ömür,Turkey,74,"RM, LM, CAM",High/Medium,RM
233731,A. Isak,Sweden,74,ST,High/Low,SUB
234078,O. Mangala,Belgium,74,"CM, CDM",Medium/Medium,SUB
234468,E. Reynoso,Argentina,74,"CM, CAM, LM",Medium/Low,LM
237043,R. Alvarado,Mexico,74,"LM, RM, CAM",Medium/Medium,RM
237560,M. Djenepo,Mali,74,"LM, RM, CAM",Medium/Medium,SUB
237631,L. Mothiba,South Africa,74,ST,High/Medium,SUB
237670,Bruno Xadas,Portugal,74,"CAM, RW",Medium/Medium,RES
240716,M. Olivera,Uruguay,74,"LB, LM",High/Medium,SUB
244376,V. Shepelev,Ukraine,74,"CDM, CM, CAM",Medium/Medium,SUB
245021,M. Loum,Senegal,74,"CDM, CM",Medium/High,RES
251182,Iago,Brazil,74,LB,High/Medium,SUB
213063,Róber,Spain,74,"CB, CDM",Medium/Medium,SUB
213956,Adama Traoré,Spain,74,"RW, RWB",High/Medium,SUB
220714,P. Billing,Denmark,74,"CM, CDM",Medium/Medium,RCM
221342,Pablo Maffeo,Spain,74,"RWB, RM, RB",Medium/Medium,RWB
221982,P. Roberts,England,74,"RM, ST",Medium/Medium,SUB
222352,A. Ajeti,Switzerland,74,ST,High/Medium,SUB
224258,K. Ajer,Norway,74,CB,High/Medium,LCB
224574,O. Pineda,Mexico,74,"CM, CAM, CDM",High/High,SUB
227275,A. Rossi,Argentina,74,GK,Medium/Medium,GK
228698,V. Kovalenko,Ukraine,74,"CAM, CM",Medium/Medium,SUB
232008,Lato,Spain,74,LB,High/Medium,SUB
232119,C. Söyüncü,Turkey,74,CB,Medium/Medium,LCB
232132,Joaquín,Spain,74,"CB, CDM",Medium/High,LCB
232229,J. Bijlow,Netherlands,74,GK,Medium/Medium,SUB
233959,S. Villa,Colombia,74,"RM, RW, LM",High/Medium,RM
235522,Aleix Febas,Spain,74,"CM, CDM, CAM",Medium/Medium,RCM
236498,S. Lammers,Netherlands,74,ST,Medium/Medium,RES
236527,S. Cáseres,Argentina,74,"CDM, CM",Medium/High,SUB
238370,M. Pongračić,Croatia,74,CB,Medium/Medium,SUB
240898,Francis,Spain,74,"RM, RWB, RB",Medium/Medium,SUB
204233,C. Musonda,Belgium,74,"RM, LM",Medium/Medium,SUB
208137,Lucas Torró,Spain,74,"CDM, CM",Medium/Medium,SUB
215147,L. Giannetti,Argentina,74,CB,Low/High,RCB
215703,Marlon,Brazil,74,CB,Medium/Medium,RCB
218746,Pozo,Spain,74,"CAM, ST, LM",High/Medium,LCM
220031,O. McBurnie,Scotland,74,ST,Medium/Low,SUB
222429,A. Cubas,Argentina,74,"CM, CDM",Medium/Medium,CDM
226093,C. Adams,England,74,ST,High/Medium,SUB
226162,E. Buendía,Argentina,74,RM,High/High,RM
228386,P. Cissé,Senegal,74,CB,Medium/High,SUB
229537,T. Cardona,Argentina,74,CB,Low/Medium,LCB
229585,M. Degenek,Australia,74,"CB, CDM",High/High,
229595,L. Rodríguez,Argentina,74,"LM, CAM, LWB",High/Medium,LWB
231138,C. Bassogog,Cameroon,74,"ST, RM, LM",High/Medium,RS
231640,Ontiveros,Spain,74,"LM, RM, LW",High/Medium,LM
232693,C. Awaziem,Nigeria,74,CB,Medium/High,SUB
234930,Pedro Rebocho,Portugal,74,LB,Medium/Medium,SUB
236699,S. Lukić,Serbia,74,"CDM, CM",Medium/Medium,SUB
238072,E. Löwen,Germany,74,"CM, CDM, CB",Medium/High,SUB
202697,J. Stephens,England,74,CB,Medium/Medium,CB
215455,B. Petković,Croatia,74,"ST, CAM",High/Medium,ST
216464,A. Browne,Republic of Ireland,74,"CAM, CDM, CM",High/High,CAM
219160,V. Cantillo,Colombia,74,CDM,Medium/Medium,LDM
220621,S. Benrahma,Algeria,74,"LW, RW, RM",High/Low,LW
221697,O. Watkins,England,74,"RW, LW, ST",High/Medium,ST
222390,Unai López,Spain,74,"CM, LM, CDM",High/Medium,SUB
222844,Walace,Brazil,74,"CDM, CM",Medium/High,RES
224538,Pedro Nuno,Portugal,74,"LW, CAM, CM",High/Low,LW
225293,H. Diallo,Senegal,74,ST,High/Medium,ST
225673,K. Adams Nuhu,Ghana,74,CB,High/Medium,SUB
227927,K. Walker-Peters,England,74,"RB, LB",High/Medium,RB
228650,Francisco Geraldes,Portugal,74,CAM,High/Low,CAM
229659,B. Heynen,Belgium,74,"CM, CDM",High/High,RCM
230021,J. Aidoo,Ghana,74,CB,Medium/High,RCB
231414,Waldo,Spain,74,"LM, ST",High/Medium,SUB
235875,Pol Lirola,Spain,74,"RB, RM",High/Medium,RB
199580,C. Goldson,England,74,CB,Medium/High,RCB
202331,F. Quignon,Argentina,74,"CDM, CM",Medium/High,CDM
205531,V. Verre,Italy,74,"CAM, CM",Medium/Medium,SUB
206114,K. Olsson,Sweden,74,CM,High/Medium,
208260,D. Kourmpelis,Greece,74,"CDM, CB",Medium/High,RDM
209289,Kévin Rodrigues,Portugal,74,LB,Medium/Medium,SUB
210468,I. Kutepov,Russia,74,CB,Medium/High,SUB
211385,R. Durmisi,Denmark,74,"LB, LWB",High/Medium,RES
212300,J. O'Connell,England,74,CB,High/Medium,LCB
214408,I. Lichnovsky,Chile,74,CB,Medium/Medium,RDM
215119,L. Romero,Argentina,74,"CDM, CM, RB",Medium/High,SUB
215322,J. Silva,Argentina,74,"LWB, LB",High/Medium,LWB
216433,A. El Ghazi,Netherlands,74,"LW, RW",Medium/Low,LW
219732,G. Nkoudou,France,74,LM,Medium/Low,SUB
219797,R. Martínez,Colombia,74,ST,High/Medium,ST
220245,B. Zungu,South Africa,74,"CDM, CM",Medium/Medium,SUB
220337,J. Alonso,Paraguay,74,"CB, LB",Medium/Medium,SUB
220493,A. Barreca,Italy,74,LB,High/Medium,LM
220609,V. Vada,Argentina,74,CM,Medium/Medium,RES
220673,R. Tapia,Peru,74,"CDM, CM",Medium/Medium,LCM
225410,A. Masina,Italy,74,"LB, LM",Medium/High,SUB
225597,Caju,Brazil,74,LB,High/Medium,RES
226591,H. Preciado,Colombia,74,ST,High/Low,SUB
226853,J. St. Juste,Netherlands,74,"CB, RB",High/Medium,SUB
227873,A. Touré,Mali,74,"RB, CB",High/Medium,SUB
229221,William,Brazil,74,"RB, LB",High/Low,RM
229453,Gil Dias,Portugal,74,"RM, RW",High/High,SUB
229758,R. Krunić,Bosnia Herzegovina,74,CM,High/Medium,SUB
247030,P. Ševčík,Czech Republic,74,"CM, CAM, LM",High/High,LM
200408,B. Gibson,England,74,CB,Medium/Medium,SUB
204830,Vadillo,Spain,74,"RM, LM",Medium/Medium,RM
204886,P. Gouano,France,74,CB,Medium/High,RCB
206167,S. Prcić,Bosnia Herzegovina,74,"CM, CDM",Medium/Medium,RES
207616,A. Webster,England,74,CB,Medium/Medium,SUB
207650,E. Krafth,Sweden,74,RB,High/Medium,SUB
209329,Dória,Brazil,74,CB,Medium/Medium,RCB
209620,A. Baba,Ghana,74,LB,High/Medium,RES
210831,B. Verstraete,Belgium,74,"CDM, CM",High/High,LDM
210972,Manquillo,Spain,74,"RWB, RB, LWB",High/Medium,SUB
211098,B. Dack,England,74,CAM,High/Medium,CAM
212419,T. Mings,England,74,"CB, LB",Medium/Medium,LCB
219681,J. Amavi,France,74,LB,High/Medium,LB
219754,Bruno Varela,Portugal,74,GK,Medium/Medium,SUB
220620,F. Hadergjonaj,Kosovo,74,"RB, RWB",High/Medium,RB
220763,R. Thomas,New Zealand,74,CM,Medium/High,SUB
220905,J. Aholou,Cote d'Ivoire,74,"CDM, CM",High/Medium,RDM
231111,A. Hack,Germany,74,CB,Medium/Medium,LCB
231280,Iván Alejo,Spain,74,"RM, LM",Medium/Medium,SUB
238856,Pedro Sá,Portugal,74,"CDM, CM",Medium/High,CDM
240033,D. Hovorka,Czech Republic,74,CB,High/High,LCB
243008,M. Trávník,Czech Republic,74,"CM, CAM, CDM",High/Medium,SUB
245261,Bruno Lamas,Brazil,74,"CAM, CM",Medium/Medium,CAM
188400,T. Kaminski,Belgium,74,GK,Medium/Medium,GK
189218,R. Jack,Scotland,74,"CDM, CM",Medium/High,RCM
192009,J. Rodríguez,Mexico,74,GK,Medium/Medium,GK
193897,J. Ananidze,Georgia,74,"CAM, LW",Medium/Low,SUB
194904,B. Hamid,USA,74,GK,Medium/Medium,GK
201269,F. Rønnow,Denmark,74,GK,Medium/Medium,RES
202087,J. Geis,Germany,74,"CDM, CB, CM",Low/High,CDM
202848,G. Caprari,Italy,74,"CF, ST, CAM",Medium/Low,LW
204102,Y. Ayoub,Morocco,74,"CM, CAM",Medium/Medium,SUB
204352,D. Arslanagic,Belgium,74,CB,Medium/High,SUB
204936,J. Egan,Republic of Ireland,74,CB,Medium/Medium,CB
207683,S. Dioudis,Greece,74,GK,Medium/Medium,GK
209749,Lucas Silva,Brazil,74,"CDM, CM",Medium/Medium,RES
209973,J. Nsame,Cameroon,74,ST,Medium/Medium,RS
209984,M. Agu,Nigeria,74,"CDM, CM",Medium/High,SUB
211022,Rubén García,Spain,74,"CAM, ST, RM",Medium/Medium,CAM
212197,D. Heuer Fernandes,Portugal,74,GK,Medium/Medium,GK
212230,Iuri Medeiros,Portugal,74,"RW, RM, CF",High/Medium,RW
212273,C. Njie,Cameroon,74,"ST, LW",Medium/Low,
212350,L. Diony,France,74,"ST, LM",High/Low,SUB
213000,S. van Beek,Netherlands,74,CB,Low/Medium,SUB
213095,L. Cavallini,Canada,74,ST,High/Low,RS
213114,D. Rolán,Uruguay,74,"ST, LM",Medium/Medium,SUB
213620,F. Mora,Chile,74,ST,Medium/Low,SUB
215069,R. Rey,Argentina,74,GK,Medium/Medium,GK
215644,Burgui,Spain,74,"LM, RM",Medium/Low,SUB
216175,C. Stanković,Austria,74,GK,Medium/Medium,GK
216247,M. Tisserand,DR Congo,74,"CB, LB",Medium/Medium,SUB
219740,Kahraba,Egypt,74,"LM, RM",High/Medium,SUB
219777,Chema Rodríguez,Spain,74,CB,Medium/High,SUB
220209,K. Lawrence,Jamaica,74,"LB, LWB",Medium/Medium,LB
221743,Hélder Costa,Portugal,74,"RM, RW",Medium/Low,SUB
222467,Ivi,Spain,74,"LM, RM, ST",Medium/Medium,SUB
225139,K. Dolly,South Africa,74,"CAM, LM",High/High,SUB
226045,J. Gallardo,Mexico,74,"LM, LW, LB",High/Medium,LB
226086,A. González,Argentina,74,"RW, RM, LW",Medium/Medium,LW
229255,Charles,Brazil,74,GK,Medium/Medium,GK
230850,G. Cimirot,Bosnia Herzegovina,74,"CDM, CM",Medium/Medium,RCM
232255,A. Bouzat,Argentina,74,"RW, CAM",High/High,RW
239117,A. Bălută,Romania,74,"RW, CAM, ST",Medium/Low,SUB
251116,T. Holeš,Czech Republic,74,"RB, RM, LM",High/High,SUB
193247,H. Lindner,Austria,74,GK,Medium/Medium,
194334,Daniel Ayala,Spain,74,CB,Medium/Medium,RCB
195363,J. Bruma,Netherlands,74,CB,Medium/Medium,RES
197231,K. Babacar,Senegal,74,ST,High/Low,SUB
198198,Jordi Amat,Spain,74,"CB, CDM",Low/High,RDM
199813,G. Trauner,Austria,74,CB,Medium/Medium,CB
201943,A. Cornelius,Denmark,74,ST,High/Low,SUB
204043,E. Dilaver,Austria,74,"CB, RB",Medium/High,LCB
204464,J. Ralls,England,74,"CM, CDM",Medium/High,LDM
204523,Rubén Pardo,Spain,74,"CM, CAM, CDM",Medium/Medium,SUB
205346,R. Fredericks,England,74,RB,High/Medium,RB
205360,K. Roofe,England,74,ST,High/Medium,SUB
206553,S. Falette,Guinea,74,CB,Medium/Medium,SUB
207441,L. Vietto,Argentina,74,"ST, RW",Medium/Medium,SUB
207555,F. Helander,Sweden,74,CB,Medium/High,SUB
209673,D. Dessoleil,Belgium,74,CB,Medium/Medium,LCB
209839,T. Letschert,Netherlands,74,CB,Medium/Medium,RES
210010,J. van Overeem,Netherlands,74,"CM, CDM",Medium/Medium,SUB
210533,João Schmidt,Brazil,74,"CM, CDM, LB",Medium/Medium,LCM
212432,Cho Hyun Woo,Korea Republic,74,GK,Medium/Medium,GK
